genome_ID	strain_taxid	species_taxid	organism_name	id
GCF_007998985.1_ASM799898v1	2594473	2594473	Sphingomonas xanthus	/path/to/GCF_007998985.1_ASM799898v1_genomic.fna
GCF_014522325.1_ASM1452232v1	2594494	2594494	Lactobacillus sp. PV012	/path/to/GCF_014522325.1_ASM1452232v1_genomic.fna
GCF_014522305.1_ASM1452230v1	2594495	2594495	Lactobacillus sp. PV034	/path/to/GCF_014522305.1_ASM1452230v1_genomic.fna
GCF_014522345.1_ASM1452234v1	2594496	2594496	Lactobacillus sp. PV037	/path/to/GCF_014522345.1_ASM1452234v1_genomic.fna
GCF_007431345.1_ASM743134v1	2594795	2594795	Chitinimonas arctica	/path/to/GCF_007431345.1_ASM743134v1_genomic.fna
GCF_007301515.1_ASM730151v1	2594883	2594883	Radiobacillus deserti	/path/to/GCF_007301515.1_ASM730151v1_genomic.fna
GCF_007641235.1_ASM764123v1	2594913	2594913	Corynebacterium sanguinis	/path/to/GCF_007641235.1_ASM764123v1_genomic.fna
GCF_007362775.1_ASM736277v1	2596828	2596828	Microlunatus elymi	/path/to/GCF_007362775.1_ASM736277v1_genomic.fna
GCF_009002475.1_ASM900247v1	2596890	2596890	Candidatus Uabimicrobium amorphum	/path/to/GCF_009002475.1_ASM900247v1_genomic.fna
GCF_025860405.1_ASM2586040v1	2596898	2596898	Tolypothrix sp. PCC 7712	/path/to/GCF_025860405.1_ASM2586040v1_genomic.fna
GCF_014217545.1_ASM1421754v1	2596911	2596911	Pseudarthrobacter sp. NBSH8	/path/to/GCF_014217545.1_ASM1421754v1_genomic.fna
GCF_014217685.1_ASM1421768v1	2596912	2596912	Glaciihabitans sp. INWT7	/path/to/GCF_014217685.1_ASM1421768v1_genomic.fna
GCF_014217605.1_ASM1421760v1	2596913	2596913	Sphingomonas sp. NBWT7	/path/to/GCF_014217605.1_ASM1421760v1_genomic.fna
GCF_014217645.1_ASM1421764v1	2596915	2596915	Hymenobacter sp. NBH84	/path/to/GCF_014217645.1_ASM1421764v1_genomic.fna
GCF_014217665.1_ASM1421766v1	2596916	2596916	Frigoribacterium sp. NBH87	/path/to/GCF_014217665.1_ASM1421766v1_genomic.fna
GCF_008931465.1_ASM893146v1	2596949	2596949	Enterobacter sp. E76	/path/to/GCF_008931465.1_ASM893146v1_genomic.fna
GCF_022832715.1_ASM2283271v1	2597518	2597518	Thalassolituus sp. C2-1	/path/to/GCF_022832715.1_ASM2283271v1_genomic.fna
GCF_007559005.1_ASM755900v1	2597659	2597659	Gordonia zhaorongruii	/path/to/GCF_007559005.1_ASM755900v1_genomic.fna
GCF_007559025.1_ASM755902v1	2597660	2597660	Tomitella fengzijianii	/path/to/GCF_007559025.1_ASM755902v1_genomic.fna
GCF_007954405.1_ASM795440v1	2597701	2597701	Comamonas flocculans	/path/to/GCF_007954405.1_ASM795440v1_genomic.fna
GCF_009817885.1_ASM981788v1	2597702	2597702	Serratia rhizosphaerae	/path/to/GCF_009817885.1_ASM981788v1_genomic.fna
GCF_008330225.1_ASM833022v1	2597769	2597769	Geobacter sp. FeAm09	/path/to/GCF_008330225.1_ASM833022v1_genomic.fna
GCF_007633355.1_ASM763335v1	2597770	2597770	Pseudomonas sp. BJP69	/path/to/GCF_007633355.1_ASM763335v1_genomic.fna
GCF_009731465.1_ASM973146v1	2598453	2598453	Streptococcus sp. 116-D4	/path/to/GCF_009731465.1_ASM973146v1_genomic.fna
GCF_014844995.1_ASM1484499v1	2598457	2598457	Streptococcus sp. KS 6	/path/to/GCF_014844995.1_ASM1484499v1_genomic.fna
GCF_014107495.1_ASM1410749v1	2598458	2598458	Cohnella cholangitidis	/path/to/GCF_014107495.1_ASM1410749v1_genomic.fna
GCF_008254045.1_ASM825404v1	2598579	2598579	Limnoglobus roseus	/path/to/GCF_008254045.1_ASM825404v1_genomic.fna
GCF_007859675.1_ASM785967v1	2599293	2599293	Humibacter ginsenosidimutans	/path/to/GCF_007859675.1_ASM785967v1_genomic.fna
GCF_007855645.1_ASM785564v1	2599296	2599296	Qingshengfaniella alkalisoli	/path/to/GCF_007855645.1_ASM785564v1_genomic.fna
GCF_007833215.1_ASM783321v1	2599297	2599297	Sphingomonas suaedae	/path/to/GCF_007833215.1_ASM783321v1_genomic.fna
GCF_026409565.1_ASM2640956v1	2599305	2599305	Sneathiella aquimaris	/path/to/GCF_026409565.1_ASM2640956v1_genomic.fna
GCF_020428325.2_ASM2042832v2	2599307	2599307	Stenotrophomonas sp. SBJS02	/path/to/GCF_020428325.2_ASM2042832v2_genomic.fna
GCF_008152325.1_ASM815232v1	2599308	2599308	Crassaminicella thermophila	/path/to/GCF_008152325.1_ASM815232v1_genomic.fna
GCF_007856155.1_ASM785615v1	2599401	2599401	Streptomyces qinzhouensis	/path/to/GCF_007856155.1_ASM785615v1_genomic.fna
GCF_013374995.1_ASM1337499v1	2599595	2599595	Pseudomonas eucalypticola	/path/to/GCF_013374995.1_ASM1337499v1_genomic.fna
GCF_007922615.2_ASM792261v2	2599600	2599600	Nitratireductor mangrovi	/path/to/GCF_007922615.2_ASM792261v2_genomic.fna
GCF_008253865.1_ASM825386v1	2599640	2599640	Bosea sp. F3-2	/path/to/GCF_008253865.1_ASM825386v1_genomic.fna
GCF_007904105.1_ASM790410v1	2599641	2599641	Corynebacterium sp. sy039	/path/to/GCF_007904105.1_ASM790410v1_genomic.fna
GCF_009176685.1_ASM917668v1	2599819	2599819	Bradyrhizobium sp. TM102	/path/to/GCF_009176685.1_ASM917668v1_genomic.fna
GCF_018972105.1_ASM1897210v1	2599927	2599927	Francisella salimarina	/path/to/GCF_018972105.1_ASM1897210v1_genomic.fna
GCF_007858535.1_ASM785853v1	2600159	2600159	Arthrobacter sp. UKPF54-2	/path/to/GCF_007858535.1_ASM785853v1_genomic.fna
GCF_007993755.1_ASM799375v1	2600177	2600177	Microvenator marinus	/path/to/GCF_007993755.1_ASM799375v1_genomic.fna
GCF_007922635.1_ASM792263v1	2600320	2600320	Nesterenkonia sp. NBAIMH1	/path/to/GCF_007922635.1_ASM792263v1_genomic.fna
GCF_902459525.1_CL21	2600596	2600596	Sideroxydans sp. CL21	/path/to/GCF_902459525.1_CL21_genomic.fna
GCF_015218525.1_ASM1521852v1	2601122	2601122	Acinetobacter sp. YH12138	/path/to/GCF_015218525.1_ASM1521852v1_genomic.fna
GCF_009372175.1_ASM937217v1	2601269	2601269	Shewanella sp. YLB-09	/path/to/GCF_009372175.1_ASM937217v1_genomic.fna
GCF_960610765.1_peDipJapo1.Nesciobacter_abundans_1.1	2601668	2601668	Candidatus Nesciobacter abundans	/path/to/GCF_960610765.1_peDipJapo1.Nesciobacter_abundans_1.1_genomic.fna
GCF_008838325.1_ASM883832v1	2601677	2601677	Tepidiforma bonchosmolovskayae	/path/to/GCF_008838325.1_ASM883832v1_genomic.fna
GCF_009388985.1_ASM938898v1	2601894	2601894	Halioglobus maricola	/path/to/GCF_009388985.1_ASM938898v1_genomic.fna
GCF_007874125.1_ASM787412v1	2601898	2601898	Noviherbaspirillum sp. UKPF54	/path/to/GCF_007874125.1_ASM787412v1_genomic.fna
GCF_008728855.1_ASM872885v1	2602015	2602015	Hypericibacter terrae	/path/to/GCF_008728855.1_ASM872885v1_genomic.fna
GCF_008728835.1_ASM872883v1	2602016	2602016	Hypericibacter adhaerens	/path/to/GCF_008728835.1_ASM872883v1_genomic.fna
GCF_008065155.1_ASM806515v1	2602067	2602067	Octadecabacter sp. SW4	/path/to/GCF_008065155.1_ASM806515v1_genomic.fna
GCF_009914315.1_ASM991431v1	2602070	2602070	Granulicella sp. WH15	/path/to/GCF_009914315.1_ASM991431v1_genomic.fna
GCF_029910235.1_ASM2991023v1	2602720	1112103	Pseudanabaena galeata CCNP1313	/path/to/GCF_029910235.1_ASM2991023v1_genomic.fna
GCF_008000935.1_ASM800093v1	2602769	2602769	Flavobacterium alkalisoli	/path/to/GCF_008000935.1_ASM800093v1_genomic.fna
GCF_008000995.1_ASM800099v1	2603206	2603206	Ruania zhangjianzhongii	/path/to/GCF_008000995.1_ASM800099v1_genomic.fna
GCF_008122265.1_ASM812226v1	2603215	2603215	Marinobacter fonticola	/path/to/GCF_008122265.1_ASM812226v1_genomic.fna
GCF_011045615.1_ASM1104561v1	2603244	2603244	Providencia sp. 1701011	/path/to/GCF_011045615.1_ASM1104561v1_genomic.fna
GCF_011045635.1_ASM1104563v1	2603245	2603245	Providencia sp. 1701091	/path/to/GCF_011045635.1_ASM1104563v1_genomic.fna
GCF_011045655.1_ASM1104565v1	2603246	2603246	Providencia sp. 1709051003	/path/to/GCF_011045655.1_ASM1104565v1_genomic.fna
GCF_008000895.1_ASM800089v1	2603276	2603276	Methylobacterium sp. WL1	/path/to/GCF_008000895.1_ASM800089v1_genomic.fna
GCF_008000915.1_ASM800091v1	2603277	2603277	Rhizobium sp. WL3	/path/to/GCF_008000915.1_ASM800091v1_genomic.fna
GCF_008001035.1_ASM800103v1	2603292	2603292	Salinibacterium sp. dk2585	/path/to/GCF_008001035.1_ASM800103v1_genomic.fna
GCF_008000875.1_ASM800087v1	2603296	2603296	Enterococcus sp. DA9	/path/to/GCF_008000875.1_ASM800087v1_genomic.fna
GCF_902459535.1_Paraburkholderia_sp_Msb3	2604047	2604047	Paraburkholderia dioscoreae	/path/to/GCF_902459535.1_Paraburkholderia_sp_Msb3_genomic.fna
GCF_008086345.1_ASM808634v1	2604421	2604421	Chitinophaga sp. XS-30	/path/to/GCF_008086345.1_ASM808634v1_genomic.fna
GCF_011047315.1_ASM1104731v1	2604537	2604537	Altererythrobacter sp. BO-6	/path/to/GCF_011047315.1_ASM1104731v1_genomic.fna
GCF_008807375.1_ASM880737v1	2604832.1	2604832	Pseudomonas lalkuanensis	/path/to/GCF_008807375.1_ASM880737v1_genomic.fna
GCF_020422905.1_ASM2042290v1	2604832.2	2604832	Pseudomonas lalkuanensis	/path/to/GCF_020422905.1_ASM2042290v1_genomic.fna
GCF_008807395.1_ASM880739v1	2604941	2604941	Pseudomonas sp. C27(2019)	/path/to/GCF_008807395.1_ASM880739v1_genomic.fna
GCF_009827115.1_ASM982711v1	2605424	2605424	Pseudomonas sp. J380	/path/to/GCF_009827115.1_ASM982711v1_genomic.fna
GCF_021383925.1_ASM2138392v1	2605730	2605730	Streptomyces sp. BSE6.1	/path/to/GCF_021383925.1_ASM2138392v1_genomic.fna
GCF_008195825.1_ASM819582v1	2605747	2605747	Pedobacter aquae	/path/to/GCF_008195825.1_ASM819582v1_genomic.fna
GCF_008275125.1_ASM827512v1	2605945	2605945	Chromobacterium paludis	/path/to/GCF_008275125.1_ASM827512v1_genomic.fna
GCF_003008555.2_ASM300855v2	2605946	2605946	Pukyongiella litopenaei	/path/to/GCF_003008555.2_ASM300855v2_genomic.fna
GCF_016804365.1_ASM1680436v1	2606450	2606450	Alicyclobacillus sp. TC	/path/to/GCF_016804365.1_ASM1680436v1_genomic.fna
GCF_008271365.1_ASM827136v1	2606451	2606451	Microbacterium sp. 1S1	/path/to/GCF_008271365.1_ASM827136v1_genomic.fna
GCF_009676955.1_ASM967695v1	2606626	2606626	Sodaliphilus pleomorphus	/path/to/GCF_009676955.1_ASM967695v1_genomic.fna
GCF_009906935.1_ASM990693v1	2607656	2607656	Hymenobacter busanensis	/path/to/GCF_009906935.1_ASM990693v1_genomic.fna
GCF_009831415.1_ASM983141v1	2607663	2607663	Yersinia canariae	/path/to/GCF_009831415.1_ASM983141v1_genomic.fna
GCF_014217585.1_ASM1421758v1	2607753	2607753	Streptomyces sp. INR7	/path/to/GCF_014217585.1_ASM1421758v1_genomic.fna
GCF_008386395.1_ASM838639v1	2607911	2607911	Paenibacillus sp. 37	/path/to/GCF_008386395.1_ASM838639v1_genomic.fna
GCF_012974865.1_ASM1297486v1	2608253	2608253	Nonlabens sp. Ci31	/path/to/GCF_012974865.1_ASM1297486v1_genomic.fna
GCF_008432245.1_ASM843224v1	2608254	2608254	Bacillus sp. BS98	/path/to/GCF_008432245.1_ASM843224v1_genomic.fna
GCF_021590045.1_ASM2159004v1	2608402	2608402	Cellulomonas palmilytica	/path/to/GCF_021590045.1_ASM2159004v1_genomic.fna
GCF_029876145.1_ASM2987614v1	2608867	2608867	Escherichia ruysiae	/path/to/GCF_029876145.1_ASM2987614v1_genomic.fna
GCF_008632455.1_ASM863245v1	2608981	2608981	Methylomonas rhizoryzae	/path/to/GCF_008632455.1_ASM863245v1_genomic.fna
GCF_009720525.1_ASM972052v1	2608982	2608982	Gimesia benthica	/path/to/GCF_009720525.1_ASM972052v1_genomic.fna
GCF_026210475.1_ASM2621047v1	2608999	2608999	Cupriavidus cauae	/path/to/GCF_026210475.1_ASM2621047v1_genomic.fna
GCF_009834225.1_ASM983422v1	2609252	2609252	Rathayibacter sp. VKM Ac-2759	/path/to/GCF_009834225.1_ASM983422v1_genomic.fna
GCF_009834185.1_ASM983418v1	2609253	2609253	Rathayibacter sp. VKM Ac-2760	/path/to/GCF_009834185.1_ASM983418v1_genomic.fna
GCF_009834245.1_ASM983424v1	2609255	2609255	Rathayibacter sp. VKM Ac-2801	/path/to/GCF_009834245.1_ASM983424v1_genomic.fna
GCF_009834265.1_ASM983426v1	2609258	2609258	Rathayibacter sp. VKM Ac-2805	/path/to/GCF_009834265.1_ASM983426v1_genomic.fna
GCF_016495405.1_ASM1649540v1	2609415	2609415	Cobetia sp. cqz5-12	/path/to/GCF_016495405.1_ASM1649540v1_genomic.fna
GCF_009176725.1_ASM917672v1	2609418	2609418	Pseudomonas sp. KUIN-1	/path/to/GCF_009176725.1_ASM917672v1_genomic.fna
GCF_012427705.1_ASM1242770v1	2609667.1	2609667	Halomonas piezotolerans	/path/to/GCF_012427705.1_ASM1242770v1_genomic.fna
GCF_019443265.1_ASM1944326v1	2609667.2	2609667	Halomonas piezotolerans	/path/to/GCF_019443265.1_ASM1944326v1_genomic.fna
GCF_008630915.1_ASM863091v1	2609668	2609668	Acinetobacter sp. C16S1	/path/to/GCF_008630915.1_ASM863091v1_genomic.fna
GCF_017933255.1_ASM1793325v1	2609807	2609807	Streptomyces sp. LBUM 1475	/path/to/GCF_017933255.1_ASM1793325v1_genomic.fna
GCF_017933235.1_ASM1793323v1	2609808	2609808	Streptomyces sp. LBUM 1480	/path/to/GCF_017933235.1_ASM1793323v1_genomic.fna
GCF_017933115.1_ASM1793311v1	2609809	2609809	Streptomyces sp. LBUM 1482	/path/to/GCF_017933115.1_ASM1793311v1_genomic.fna
GCF_008727735.1_ASM872773v1	2610895	2610895	Flintibacter sp. KGMB00164	/path/to/GCF_008727735.1_ASM872773v1_genomic.fna
GCF_008727815.1_ASM872781v1	2610896	2610896	Streptococcus sp. LPB0220	/path/to/GCF_008727815.1_ASM872781v1_genomic.fna
GCF_020923495.1_ASM2092349v1	2613334	2613334	Anoxybacillus sediminis	/path/to/GCF_020923495.1_ASM2092349v1_genomic.fna
GCF_016864575.1_ASM1686457v1	2613770	2613770	Rhizobium sp. BG4	/path/to/GCF_016864575.1_ASM1686457v1_genomic.fna
GCF_016864535.1_ASM1686453v1	2613771	2613771	Rhizobium sp. BG6	/path/to/GCF_016864535.1_ASM1686453v1_genomic.fna
GCF_016864555.1_ASM1686455v1	2613773	2613773	Sinorhizobium sp. BG8	/path/to/GCF_016864555.1_ASM1686455v1_genomic.fna
GCF_014899185.1_ASM1489918v1	2613965	2613965	Pseudopuniceibacterium antarcticum	/path/to/GCF_014899185.1_ASM1489918v1_genomic.fna
GCF_008727755.1_ASM872775v1	2614638	2614638	Microbacterium caowuchunii	/path/to/GCF_008727755.1_ASM872775v1_genomic.fna
GCF_008727775.1_ASM872777v1	2614639	2614639	Microbacterium lushaniae	/path/to/GCF_008727775.1_ASM872777v1_genomic.fna
GCF_008727795.1_ASM872779v1	2614693	2614693	Nitrincola iocasae	/path/to/GCF_008727795.1_ASM872779v1_genomic.fna
GCF_008926505.1_ASM892650v1	2614801	2614801	Acidithiobacillus sp. 'AMD consortium'	/path/to/GCF_008926505.1_ASM892650v1_genomic.fna
GCF_008728635.1_ASM872863v1	2615203	2615203	Hymenobacter baengnokdamensis	/path/to/GCF_008728635.1_ASM872863v1_genomic.fna
GCF_009193325.2_ASM919332v2	2650157	2650157	Bacteroides zhangwenhongii	/path/to/GCF_009193325.2_ASM919332v2_genomic.fna
GCF_009193295.2_ASM919329v2	2650158	2650158	Bacteroides luhongzhouii	/path/to/GCF_009193295.2_ASM919329v2_genomic.fna
GCF_009177095.1_ASM917709v1	2650471	2650471	Lacipirellula parvula	/path/to/GCF_009177095.1_ASM917709v1_genomic.fna
GCF_025998815.1_ASM2599881v1	2651167	2651167	Ignavibacterium sp.	/path/to/GCF_025998815.1_ASM2599881v1_genomic.fna
GCF_026427775.1_ASM2642777v1	2651199	2651199	Arthrobacter sp. CDRTa11	/path/to/GCF_026427775.1_ASM2642777v1_genomic.fna
GCF_008935075.1_ASM893507v1	2651284	2651284	Pradoshia sp. D12	/path/to/GCF_008935075.1_ASM893507v1_genomic.fna
GCF_009363855.1_ASM936385v1	2651334	2651334	Microvirga thermotolerans	/path/to/GCF_009363855.1_ASM936385v1_genomic.fna
GCF_014218255.1_ASM1421825v1	2651972	2651972	Mycoavidus sp. B2-EB	/path/to/GCF_014218255.1_ASM1421825v1_genomic.fna
GCF_009859475.1_ASM985947v1	2651974	2651974	Hydrogenophaga sp. BPS33	/path/to/GCF_009859475.1_ASM985947v1_genomic.fna
GCF_009833965.1_ASM983396v1	2652177	2652177	Pelistega ratti	/path/to/GCF_009833965.1_ASM983396v1_genomic.fna
GCF_009017495.1_ASM901749v1	2652443	2652443	Deinococcus sp. AJ005	/path/to/GCF_009017495.1_ASM901749v1_genomic.fna
GCF_023373605.1_ASM2337360v1	2652721	2652721	Agarivorans sp. B2Z047	/path/to/GCF_023373605.1_ASM2337360v1_genomic.fna
GCF_902860225.1_Azoamicus_ciliaticola_assembly	2652803	2652803	Candidatus Azoamicus ciliaticola	/path/to/GCF_902860225.1_Azoamicus_ciliaticola_assembly_genomic.fna
GCF_023546805.1_ASM2354680v1	2653189	2653189	Chroococcidiopsis sp. CCNUC1	/path/to/GCF_023546805.1_ASM2354680v1_genomic.fna
GCF_020091585.1_ASM2009158v1	2653194	2931930	Kovacikia minuta CCNUW1	/path/to/GCF_020091585.1_ASM2009158v1_genomic.fna
GCF_009184865.1_ASM918486v1	2653200	2653200	Streptomyces phaeolivaceus	/path/to/GCF_009184865.1_ASM918486v1_genomic.fna
GCF_013344685.1_ASM1334468v1	2653203	2653203	Sphingomonas sp. CL5.1	/path/to/GCF_013344685.1_ASM1334468v1_genomic.fna
GCF_009372195.1_ASM937219v1	2653204	446679	Nostoc sphaeroides CCNUC1	/path/to/GCF_009372195.1_ASM937219v1_genomic.fna
GCF_016864015.1_ASM1686401v1	2653681	2653681	Lacinutrix sp. WUR7	/path/to/GCF_016864015.1_ASM1686401v1_genomic.fna
GCF_018636735.1_ASM1863673v1	2653850	2653850	Erythrobacter sp. 3-20A1M	/path/to/GCF_018636735.1_ASM1863673v1_genomic.fna
GCF_011492945.1_ASM1149294v1	2653851	2653851	Rubrobacter tropicus	/path/to/GCF_011492945.1_ASM1149294v1_genomic.fna
GCF_011492965.1_ASM1149296v1	2653852	2653852	Rubrobacter marinus	/path/to/GCF_011492965.1_ASM1149296v1_genomic.fna
GCF_009189165.1_ASM918916v1	2653853	2653853	Pseudomonas sp. SCB32	/path/to/GCF_009189165.1_ASM918916v1_genomic.fna
GCF_009429145.1_ASM942914v1	2653857	2653857	Amycolatopsis sp. YIM 10	/path/to/GCF_009429145.1_ASM942914v1_genomic.fna
GCF_009720485.1_ASM972048v1	2654191	2654191	Cellulomonas sp. JZ18	/path/to/GCF_009720485.1_ASM972048v1_genomic.fna
GCF_016864195.1_ASM1686419v1	2654218	2654218	Dechloromonas sp. TW-R-39-2	/path/to/GCF_016864195.1_ASM1686419v1_genomic.fna
GCF_009873475.1_ASM987347v1	2654238	2654238	Pseudomonas sp. DTU12.1	/path/to/GCF_009873475.1_ASM987347v1_genomic.fna
GCF_015500075.1_ASM1550007v1	2654248	2654248	Mesorhizobium sp. INR15	/path/to/GCF_015500075.1_ASM1550007v1_genomic.fna
GCF_015500055.1_ASM1550005v1	2654249	2654249	Mesorhizobium sp. NBSH29	/path/to/GCF_015500055.1_ASM1550005v1_genomic.fna
GCF_009696685.2_ASM969668v2	2654280	2654280	Paracoccus sp. SMMA_5_TC	/path/to/GCF_009696685.2_ASM969668v2_genomic.fna
GCF_009696665.2_ASM969666v2	2654281	2654281	Paracoccus sp. SMMA_5	/path/to/GCF_009696665.2_ASM969666v2_genomic.fna
GCF_026427715.1_ASM2642771v1	2654282	2654282	Methylocystis sp. MJC1	/path/to/GCF_026427715.1_ASM2642771v1_genomic.fna
GCF_013874595.1_ASM1387459v1	2654325	2654325	Flavobacterium sp. xlx-214	/path/to/GCF_013874595.1_ASM1387459v1_genomic.fna
GCF_009660225.1_ASM966022v1	2654547	2654547	Pseudactinotalea sp. HY158	/path/to/GCF_009660225.1_ASM966022v1_genomic.fna
GCF_021390195.1_ASM2139019v1	2654676	2654676	Flagellimonas sp. CMM7	/path/to/GCF_021390195.1_ASM2139019v1_genomic.fna
GCF_024499525.1_ASM2449952v1	2654843	2654843	Flavobacterium panici	/path/to/GCF_024499525.1_ASM2449952v1_genomic.fna
GCF_000092885.1_ASM9288v1	2654982	2654982	Paraburkholderia atlantica	/path/to/GCF_000092885.1_ASM9288v1_genomic.fna
GCF_011082725.1_ASM1108272v1	2656760	2656760	Apibacter sp. B3706	/path/to/GCF_011082725.1_ASM1108272v1_genomic.fna
GCF_011082485.1_ASM1108248v1	2656761	2656761	Apibacter sp. B2966	/path/to/GCF_011082485.1_ASM1108248v1_genomic.fna
GCF_014926585.1_ASM1492658v1	2657486	2657486	Devosia beringensis	/path/to/GCF_014926585.1_ASM1492658v1_genomic.fna
GCF_009649995.1_ASM964999v1	2660554	2660554	Paenibacillus sp. B01	/path/to/GCF_009649995.1_ASM964999v1_genomic.fna
GCF_009495675.1_ASM949567v1	2660638	2660638	Citrobacter sp. S39	/path/to/GCF_009495675.1_ASM949567v1_genomic.fna
GCF_009861435.1_ASM986143v1	2660750	2660750	Bacillus sp. A260	/path/to/GCF_009861435.1_ASM986143v1_genomic.fna
GCF_009617955.1_ASM961795v1	2661553	2661553	Cobetia sp. AM6	/path/to/GCF_009617955.1_ASM961795v1_genomic.fna
GCF_016593055.1_ASM1659305v1	2661587	2661587	Candidatus Carsonella ruddii (Diaphorina cf. continua)	/path/to/GCF_016593055.1_ASM1659305v1_genomic.fna
GCF_016132445.1_ASM1613244v1	2661630.1	2661630	Venatoribacter cucullus	/path/to/GCF_016132445.1_ASM1613244v1_genomic.fna
GCF_026167605.1_ASM2616760v1	2661630.2	2661630	Venatoribacter cucullus	/path/to/GCF_026167605.1_ASM2616760v1_genomic.fna
GCF_009708195.1_ASM970819v1	2661921	2661921	Vibrio sp. THAF191c	/path/to/GCF_009708195.1_ASM970819v1_genomic.fna
GCF_009676865.1_ASM967686v1	2661922	2661922	Vibrio sp. THAF191d	/path/to/GCF_009676865.1_ASM967686v1_genomic.fna
GCF_009649075.1_ASM964907v1	2662028	2662028	Aeromicrobium yanjiei	/path/to/GCF_009649075.1_ASM964907v1_genomic.fna
GCF_013305665.1_ASM1330566v1	2662033	2662033	Pseudomonas sp. NY5710	/path/to/GCF_013305665.1_ASM1330566v1_genomic.fna
GCF_013305685.1_ASM1330568v1	2662034	2662034	Pseudomonas sp. 13159349	/path/to/GCF_013305685.1_ASM1330568v1_genomic.fna
GCF_009495655.1_ASM949565v1	2662065	2662065	Streptomyces sp. SYP-A7193	/path/to/GCF_009495655.1_ASM949565v1_genomic.fna
GCF_009646095.1_ASM964609v1	2662261	2662261	Raineyella fluvialis	/path/to/GCF_009646095.1_ASM964609v1_genomic.fna
GCF_009601765.2_ASM960176v2	2662262	2662262	Vibrio algicola	/path/to/GCF_009601765.2_ASM960176v2_genomic.fna
GCF_009557055.1_ASM955705v1	2662361	2662361	Nocardioides sp. dk884	/path/to/GCF_009557055.1_ASM955705v1_genomic.fna
GCF_009557235.1_ASM955723v1	2662362	2662362	Acinetobacter wanghuae	/path/to/GCF_009557235.1_ASM955723v1_genomic.fna
GCF_009557455.1_ASM955745v1	2662363	2662363	Alistipes sp. dk3624	/path/to/GCF_009557455.1_ASM955745v1_genomic.fna
GCF_009557615.1_ASM955761v1	2662364	2662364	Sphingobacterium sp. dk4302	/path/to/GCF_009557615.1_ASM955761v1_genomic.fna
GCF_009498275.1_ASM949827v1	2662397	2662397	Streptomyces fagopyri	/path/to/GCF_009498275.1_ASM949827v1_genomic.fna
GCF_016864235.1_ASM1686423v1	2662448	2662448	Legionella sp. MW5194	/path/to/GCF_016864235.1_ASM1686423v1_genomic.fna
GCF_002763875.1_ASM276387v1	2663009.1	2663009	Fusobacterium pseudoperiodonticum	/path/to/GCF_002763875.1_ASM276387v1_genomic.fna
GCF_002763625.1_ASM276362v1	2663009.2	2663009	Fusobacterium pseudoperiodonticum	/path/to/GCF_002763625.1_ASM276362v1_genomic.fna
GCF_002763775.1_ASM276377v1	2663009.3	2663009	Fusobacterium pseudoperiodonticum	/path/to/GCF_002763775.1_ASM276377v1_genomic.fna
GCF_002763595.1_ASM276359v1	2663009.4	2663009	Fusobacterium pseudoperiodonticum	/path/to/GCF_002763595.1_ASM276359v1_genomic.fna
GCF_002763735.1_ASM276373v1	2663009.5	2663009	Fusobacterium pseudoperiodonticum	/path/to/GCF_002763735.1_ASM276373v1_genomic.fna
GCF_002763815.1_ASM276381v1	2663009.6	2663009	Fusobacterium pseudoperiodonticum	/path/to/GCF_002763815.1_ASM276381v1_genomic.fna
GCF_002763925.1_ASM276392v1	2663009.7	2663009	Fusobacterium pseudoperiodonticum	/path/to/GCF_002763925.1_ASM276392v1_genomic.fna
GCF_009650095.1_ASM965009v1	2663022	2663022	Gracilibacillus salitolerans	/path/to/GCF_009650095.1_ASM965009v1_genomic.fna
GCF_009859915.1_ASM985991v1	2663121	2663121	Rhodococcus sp. WAY2	/path/to/GCF_009859915.1_ASM985991v1_genomic.fna
GCF_010119335.3_ASM1011933v3	2663241	2663241	Serratia sp. HRI	/path/to/GCF_010119335.3_ASM1011933v3_genomic.fna
GCF_013177455.1_ASM1317745v1	2663857	2663857	Nocardioides marmotae	/path/to/GCF_013177455.1_ASM1317745v1_genomic.fna
GCF_014334735.1_ASM1433473v1	2663859	2663859	Aeromicrobium sp. zg-629	/path/to/GCF_014334735.1_ASM1433473v1_genomic.fna
GCF_017639855.1_ASM1763985v1	2664091	2664091	Streptococcus sp. zg-86	/path/to/GCF_017639855.1_ASM1763985v1_genomic.fna
GCF_009649895.1_ASM964989v1	2664853	2664853	Citrobacter sp. H12-3-2	/path/to/GCF_009649895.1_ASM964989v1_genomic.fna
GCF_009649935.1_ASM964993v1	2664854	2664854	Citrobacter sp. S40-1-2	/path/to/GCF_009649935.1_ASM964993v1_genomic.fna
GCF_009650195.1_ASM965019v1	2664893	2664893	Agrobacterium sp. MA01	/path/to/GCF_009650195.1_ASM965019v1_genomic.fna
GCF_009648855.1_ASM964885v1	2664899	2664899	Pseudomonas sp. CFSAN084952	/path/to/GCF_009648855.1_ASM964885v1_genomic.fna
GCF_025273655.1_ASM2527365v1	2665156	2665156	Candidatus Mycosynbacter amalyticus	/path/to/GCF_025273655.1_ASM2527365v1_genomic.fna
GCF_009906915.1_ASM990691v1	2665175	2665175	Bacillus sp. AM1(2019)	/path/to/GCF_009906915.1_ASM990691v1_genomic.fna
GCF_009664835.1_ASM966483v1	2665642	2665642	Allosaccharopolyspora coralli	/path/to/GCF_009664835.1_ASM966483v1_genomic.fna
